x-Position,y-Position,Radius,NANOG,GATA6
-4.360942848514469,3.59141364618384,1.1,0.09914011133844264,1.1242971169416576e-23
6.735376790875673,-3.1457820216346386,1.1,0.09908557072215678,2.7025439838269196e-30
5.371618595421282,2.307960448042184,1.1,0.09901869265765807,1.6517120374844304e-27
-3.3372855936600807,5.550360695010424,1.1,-7.084615201801353e-22,0.09897696777492601
-7.621201778876482,-2.8930350472669577,1.1,0.09908605384475316,-3.950441755697758e-34
6.967585001774705,0.993594898318198,1.1,0.0990186926576577,4.5662295126028126e-30
0.20272455414427573,10.160853694234197,1.1,0.09898688105306037,7.258918023251586e-29
-8.985250395510754,0.023880384721446355,1.1,0.0988997136537096,9.289367634326946e-13
5.245041915573514,-5.5971810400901045,1.1,9.296293384062921e-33,0.09897696777394697
-1.7431350891871715,-3.614804155009266,1.1,-7.056490773681985e-38,0.09908811803444517
-4.7710772713042555,-8.982599402693278,1.1,0.0989871410448078,-6.199281591232124e-23
8.529365891218822,-1.7759895631148173,1.1,0.09898682903069515,6.156607016607154e-25
1.5811317379810106,0.7758449147666954,1.1,2.6164360214843283e-28,0.09897696777394074
0.6107421192010685,-0.1629886332767751,1.1,0.0988997135915518,1.0804260796964074e-12
-4.223324376539926,8.525843770314431,1.1,-7.16515376801776e-38,0.09908811803444546
-2.9847982978750385,0.5864286330887392,1.1,5.751329426252078e-25,0.09895484479596456
-5.983316759478995,-5.245553181980228,1.1,0.09908605384410153,-5.238318977152816e-32
0.13149220479162035,7.197781375126161,1.1,0.09908605384475441,-1.7388277716601537e-32
5.695882641489855,6.179362995715081,1.1,0.09898691824275484,-1.764495264120176e-26
-0.5272749168484201,-5.705683581919778,1.1,-1.1307900218587427e-36,0.09908811803444549
-8.554446157769204,-1.3617452295684715,1.1,0.09901869265766841,-9.644197029771998e-26
4.4033534896173965,-6.9424076783290705,1.1,1.4759702922295734e-32,0.09897696777394697
-3.474408596774402,-2.1860118720260395,1.1,0.09889998986111424,-3.234554192847881e-10
3.1189150870792415,-1.6026447818003575,1.1,0.09895689159884694,-9.621760114998998e-22
6.7102668936372325,-5.684672273796142,1.1,0.09898665817176888,6.898875330399314e-27
9.7662175899713,0.8848278797178044,1.1,-4.033713494287542e-37,0.09908811803444549
-0.3422597674607785,8.670495606781504,1.1,0.09898714104480759,-1.2972082512112985e-24
2.3522874703637995,-2.842462497553153,1.1,0.09908586427809342,5.4294280460768765e-34
-7.364831374123446,5.567535207982931,1.1,0.09915947211097746,3.688123361204514e-37
4.043993043166404,3.8449517878263015,1.1,0.09901869265765881,-2.969072886176455e-28
-6.2692313912213065,-2.781114002051124,1.1,0.09908605384475373,-7.833892856220605e-31
3.062319008387228,6.804997676143098,1.1,-5.648083199277984e-37,0.099088118034444
-6.896830404387423,-4.1775750844314885,1.1,1.7703878730991053e-38,0.0990881180344445
4.98322822956875,5.059207120377586,1.1,-3.0507935962932715e-37,0.09908811803444231
3.841557891430273,-0.561639992918874,1.1,3.7368064107605485e-37,0.09908811803444241
0.4512481561807077,-8.53697612717654,1.1,0.09915929059251959,5.388699321690369e-35
-2.6955809758422604,-7.334421961358648,1.1,0.09898714104480565,4.518998703909496e-27
1.2031002804390285,4.572555281445394,1.1,0.09908605384475319,4.40510953190642e-35
-3.1227907620797137,-9.549459038011218,1.1,0.09908576951205766,1.1535226463806527e-35
2.82862526726362,-6.696534897160222,1.1,0.09908560240301816,1.2585405747552898e-31
-2.004825454801679,-1.6910551051899432,1.1,-3.1172911908609904e-28,0.09908811803482463
-2.9461588854178573,2.8815671614369105,1.1,0.09908562474759938,-7.98845407312093e-13
-7.974105706947531,1.2172294314742074,1.1,-1.1006964657187249e-28,0.09897699273813616
-4.5690486025117245,-1.081369394062767,1.1,0.09889998953682681,2.4435361330912865e-15
-9.872376499383591,-1.1284272919115093,1.1,7.627671141410587e-36,0.09908811803444295
8.009279604729553,-6.378717427318965,1.1,0.09898691829281747,2.4074018207601773e-26
-1.6410707595830023,3.734091456704317,1.1,0.09908589588120464,1.804560861119261e-33
6.0759000159213175,-2.031419278241623,1.1,-1.086619999466098e-28,0.09895473768820447
-7.300494853785259,3.8578411878159553,1.1,0.09908570621098481,2.1701242237296814e-33
9.026147247152355,-5.03608618567598,1.1,0.09919907079632295,1.596346314822445e-38
8.906601562115803,3.42656387429062,1.1,0.09915963714847442,2.0370289384234136e-36
-6.718377758406532,7.434451021347312,1.1,0.0991596165246667,1.0822850692295316e-36
-0.8376719997330039,6.1505435877959025,1.1,0.09901869265637216,2.190204617735999e-28
-0.2224580275470134,2.82220084743238,1.1,0.09901852389389493,4.041905634147241e-26
0.8760681867772483,-3.0135681233600713,1.1,0.09901849013050851,-1.6641191227990306e-26
4.841297004816296,-1.4729083868197328,1.1,0.09901832129879543,-7.165302861603133e-27
1.8517222161472011,9.715338204754893,1.1,0.09908581682904065,1.618549792956282e-34
8.305824575927508,0.4503626808743935,1.1,0.09898714104480551,3.4693403787239257e-28
-1.8747746331273571,5.120998475085663,1.1,0.09908573783016397,-2.0719138677861053e-31
4.597740402499753,-4.1069510365425135,1.1,0.09901835507983295,1.4785926174453314e-29
-5.859487578533567,0.020669586687980832,1.1,-1.5159211520868734e-38,0.09908811803444616
3.898505982878263,2.388259593350194,1.1,1.4075723611513171e-38,0.09908811803444549
4.262446828193952,8.032969636509176,1.1,0.09898688105306443,-6.056849472220627e-24
