"Date","Condition","SpheroidLabel","CentroidX","CentroidY","CentroidZ","DCGNeighborCount","SurfaceNearestX","SurfaceNearestY","SurfaceNearestZ","SurfaceDistance"
"20150414","DMSO","20150414_2",311.0923076923077,158.65213675213676,564.1897435897436,16.,311.0923076923077,158.65213675213676,564.1897435897436,0.
"20150414","DMSO","20150414_2",325.0944645006017,140.36522262334537,562.3014440433213,11.,325.0944645006017,140.36522262334537,562.3014440433213,0.
"20150414","DMSO","20150414_2",311.96153846153845,126.62027972027971,561.5223776223776,12.,311.96153846153845,126.62027972027971,561.5223776223776,0.
"20150414","DMSO","20150414_2",309.2972222222222,172.69375,559.6444444444444,13.,309.2972222222222,172.69375,559.6444444444444,0.
"20150414","DMSO","20150414_2",291.3188841201717,170.88025751072962,560.0278969957081,8.,291.3188841201717,170.88025751072962,560.0278969957081,0.
"20150414","DMSO","20150414_2",277.4163346613546,163.03386454183266,561.5398406374502,12.,277.4163346613546,163.03386454183266,561.5398406374502,0.
"20150414","DMSO","20150414_2",244.98383937316356,164.2286973555338,558.7703232125367,13.,244.98383937316356,164.2286973555338,558.7703232125367,0.
"20150414","DMSO","20150414_2",289.5027367268747,151.14203612479474,556.0626710454296,11.,288.0307192553554,149.74321344468024,560.9303735151599,5.2742836158742294
"20150414","DMSO","20150414_2",278.3222891566265,178.33333333333331,558.4879518072289,10.,278.3222891566265,178.33333333333331,558.4879518072289,0.
"20150414","DMSO","20150414_2",257.89511373209774,182.5294860994103,557.6802864363942,10.,257.89511373209774,182.5294860994103,557.6802864363942,0.
"20150414","DMSO","20150414_2",338.4812695109261,182.96826222684703,555.824661810614,11.,338.4812695109261,182.96826222684703,555.824661810614,0.
"20150414","DMSO","20150414_2",337.2038019451813,168.80680813439434,555.3187444739169,11.,337.2038019451813,168.80680813439434,555.3187444739169,0.
"20150414","DMSO","20150414_2",285.8920296570899,135.90593141797962,556.3072289156627,13.,285.8920296570899,135.90593141797962,556.3072289156627,0.
"20150414","DMSO","20150414_2",331.7963885429639,149.45143212951433,556.4601494396015,9.,332.5472740226012,149.74526930624427,558.95917158283,2.6258867002034205
"20150414","DMSO","20150414_2",240.0434583714547,176.06633119853615,552.2895699908509,12.,240.0434583714547,176.06633119853615,552.2895699908509,0.
"20150414","DMSO","20150414_2",364.5143575017947,130.53517587939697,551.6127063890883,13.,364.5143575017947,130.53517587939697,551.6127063890883,0.
"20150414","DMSO","20150414_2",350.46932515337426,193.98220858895706,552.8177914110429,11.,350.46932515337426,193.98220858895706,552.8177914110429,0.
"20150414","DMSO","20150414_2",308.68639053254435,193.7463017751479,550.5295857988166,13.,308.68639053254435,193.7463017751479,550.5295857988166,0.
"20150414","DMSO","20150414_2",266.15539947322213,153.53994732221247,551.0179982440737,15.,265.5045563364995,151.99503687673106,557.9732017381333,7.154383321919088
"20150414","DMSO","20150414_2",321.3806818181818,128.5194805194805,549.3011363636364,9.,323.1582730524857,123.50047595148276,556.7452328448865,9.152311722838974
"20150414","DMSO","20150414_2",271.34419817470666,195.38657105606256,550.5,14.,271.34419817470666,195.38657105606256,550.5,0.
"20150414","DMSO","20150414_2",293.66878402903814,195.5550514216576,550.8454325468845,13.,293.66878402903814,195.5550514216576,550.8454325468845,0.
"20150414","DMSO","20150414_2",229.24785918173168,157.77021883920077,549.755946717412,10.,229.24785918173168,157.77021883920077,549.755946717412,0.
"20150414","DMSO","20150414_2",293.3436675461741,120.28891820580475,548.7763852242745,11.,292.64150495750397,119.36403998666944,550.6395989748816,2.195449271017192
"20150414","DMSO","20150414_2",355.15559566787005,178.18953068592057,550.3346570397111,11.,355.15559566787005,178.18953068592057,550.3346570397111,0.
"20150414","DMSO","20150414_2",355.875625,159.43375,548.60375,15.,355.875625,159.43375,548.60375,0.
"20150414","DMSO","20150414_2",364.5932944606414,146.47667638483966,545.9169096209912,8.,364.65841750222893,146.90300944529434,549.824522590815,3.9313407396100866
"20150414","DMSO","20150414_2",347.2589410125406,141.80236878773803,546.2343241987924,13.,349.7730599139657,142.78619604234805,554.6015639121038,8.792008322188472
"20150414","DMSO","20150414_2",303.35111662531017,128.8058312655087,547.8523573200993,14.,300.2269834760807,124.69076909896219,556.1423572948858,9.768216016787138
"20150414","DMSO","20150414_2",327.89592430858806,194.53129548762735,547.3930131004366,15.,327.74658275729564,195.7297273384043,550.6727317092209,3.4950101505868068
"20150414","DMSO","20150414_2",319.81074095347503,177.8561171740379,546.1921309592188,15.,319.6052184662416,182.02325811351122,555.8307324391096,10.50285397358007
"20150414","DMSO","20150414_2",384.0935222672065,150.56234817813765,546.2441295546558,13.,384.0935222672065,150.56234817813765,546.2441295546558,0.
"20150414","DMSO","20150414_2",254.92453748782862,142.2867575462512,545.3743914313535,13.,253.71085944850063,140.02600646003106,551.2131251331389,6.377681482902469
"20150414","DMSO","20150414_2",319.1265697290152,113.14375413086583,547.8291473892928,10.,319.48319096061425,111.915396754826,549.5639227077029,2.1553389412024204
"20150414","DMSO","20150414_2",254.9881109643329,203.59114927344783,546.8388375165125,14.,254.9881109643329,203.59114927344783,546.8388375165125,0.
"20150414","DMSO","20150414_2",394.16932270916334,165.76772908366533,547.2745019920319,11.,394.16932270916334,165.76772908366533,547.2745019920319,0.
"20150414","DMSO","20150414_2",222.45205114544487,141.54262120404903,541.5527437400107,10.,222.45205114544487,141.54262120404903,541.5527437400107,0.
"20150414","DMSO","20150414_2",297.0682170542636,216.70077519379845,545.6302325581396,11.,297.0682170542636,216.70077519379845,545.6302325581396,0.
