"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:13:48","","","","","",""
"from Hadjantonakis lab (https://www.nature.com/articles/ncomms13463), postprocessed in https://www.sciencedirect.com/science/article/pii/S0006349518312578","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Population","DCGNeighborCount","Nanog-ebLogCor","Gata6-ebLogCor"
5,44.7704,84.31953999999999,15.395,"DP",11.,5.98678769247278,4.90398531089434
5,110.68953999999998,75.66139,15.365,"TE",7.,2.24518008323507,5.09626903385204
5,19.851335999999996,72.55266,17.709,"DP",11.,4.03162532876386,6.06459368454516
5,32.5816,94.87633,18.669,"TE",8.,4.23258407277169,5.19845932671002
5,90.67764,104.26405,19.174,"TE",6.,2.89526241851349,5.18530881590271
5,53.14141,46.74229,20.192,"TE",8.,4.2605786164817,5.81800983594767
5,36.84182,59.36766,21.25,"DP",12.,6.15337181686202,4.50120211167258
5,44.64148,62.88073,21.142,"DP",13.,4.23311348096033,6.12326852753751
5,55.73446,94.08523,21.408,"DP",11.,4.25747936894345,6.18174408193713
5,21.737963,55.5528,22.989,"TE",8.,3.97600595925302,5.03739667719117
5,47.008919999999996,73.83013999999999,24.133,"PRE",16.,3.77576031766329,6.20824704245577
5,110.08596,57.15258,23.803,"TE",11.,5.04803425388633,5.15855416818951
5,27.748565,82.79301,23.174,"DP",12.,5.56240038839876,4.76852655200399
5,114.12057,96.07176999999999,23.865,"TE",7.,3.79483473845531,4.66091067497756
5,102.83127999999999,104.61565,24.022,"TE",7.,2.79906410728828,5.50276750418
5,25.388157,60.72718,24.671,"DP",11.,6.23516487324605,5.29025515118376
5,48.386019999999995,100.32319999999999,25.84,"TE",11.,3.42089814629552,5.42581232636207
5,120.07432999999999,66.23558,25.649,"TE",7.,2.5843058221805,4.9579789865227
5,41.74663999999999,48.53251999999999,28.651,"DP",11.,4.45053504044125,6.35618847882446
5,98.49488,46.9679,28.827,"TE",6.,5.56366024541499,5.52003386774163
5,29.70434,69.52304,22.147,"DP",12.,5.76831688666116,5.36762229535184
5,69.97425999999999,107.61597,28.619,"TE",9.,3.08507278483389,5.01479768651032
5,72.23915,43.39037,29.656,"TE",7.,5.69122898608218,5.53669593082815
5,122.55310999999999,87.74177999999999,29.14,"TE",6.,2.70797789869725,5.00894231629244
5,41.80524,90.52821,28.407,"DP",12.,5.78732033172501,6.22554025935864
5,31.26017,69.61973,28.233,"DP",13.,5.86271132447851,5.38238486252702
5,59.61964,42.80144,31.297,"TE",8.,2.7529192623632,5.93713020741685
5,16.260621,73.98543,33.717,"TE",11.,3.47294759274398,5.43313648068939
5,38.60275,80.87386,31.849,"DP",13.,5.99165199057439,4.03130053129727
5,30.835319999999996,95.21034999999999,33.566,"TE",11.,3.8862073650859,5.29042959261441
5,23.599978,73.97371,33.193,"DP",12.,5.28790242848905,6.39586288184578
5,82.10739,42.11875,36.54,"TE",6.,5.87084359085073,5.62459948928368
5,110.15334999999999,48.462199999999996,36.482,"TE",6.,3.24480415248194,5.22640627052035
5,31.559029999999996,85.13408,34.504,"DP",11.,5.52083505865266,5.50795886505967
5,85.78160999999999,112.49441999999999,36.646,"TE",6.,2.92421138312425,5.09474413458046
5,34.69999,56.672059999999995,35.692,"DP",10.,6.54962189284973,4.48026618586271
5,56.26479,104.72113,37.655,"TE",9.,2.69401443034863,5.45104788678031
5,104.46036,111.2228,39.118,"TE",7.,3.59472662412011,5.05940581949613
5,124.54551,61.89039,38.456,"TE",5.,3.60380260359403,5.33171519422173
5,127.3671,72.86617,42.128,"TE",9.,3.86371744814211,5.62356800030618
5,117.3758,101.41315999999999,41.876,"TE",8.,2.54466593177552,5.011418398217
5,38.28045,77.29047,38.132,"DP",10.,5.89251308450487,3.98841411669571
5,51.869789999999995,93.65159,42.36,"PRE",14.,3.20765073687603,6.53970235004977
5,27.828261,56.82149,43.536,"TE",11.,4.68187332767098,4.78303558845814
5,125.89331,86.63717,42.466,"TE",8.,4.00736337734652,5.46299506186213
5,41.99276,63.81246999999999,42.201,"PRE",15.,3.81486739926091,6.50586190511798
5,31.796359999999996,68.38033999999999,42.066,"DP",12.,6.57916420817209,4.45595067121404
5,44.213699999999996,75.95146,43.554,"DP",11.,5.89378620850288,6.50104148104275
5,75.67311,108.87001,47.948,"TE",7.,3.34133796741645,4.97316657675058
5,98.84940999999999,43.657,47.986,"TE",8.,5.16379595260333,5.53404289205053
5,43.49292,56.65741,50.236,"TE",10.,3.03803658587766,5.3310681917303
5,41.75543,92.06646,47.483,"TE",12.,3.44445376080313,5.03041279833135
5,55.23929,47.60957,49.033,"TE",9.,1.9477771487142,5.42360471873869
5,122.37438,60.02691,49.159,"TE",10.,4.35725098142274,5.47110419927242
5,31.942859999999996,74.60365999999999,52.032,"TE",12.,5.32156145466629,4.86046357456266
5,94.053,111.61834999999999,51.518,"TE",8.,3.41114198542793,5.25909898230079
5,73.65433999999999,42.79265,52.974,"TE",7.,2.45229973974879,5.33720709928836
5,113.44667,51.87858,52.373,"TE",9.,4.31251668863201,5.80045681675673
5,52.77223,96.79548,56.775,"TE",6.,2.23524442946575,4.6819970738036
5,66.27367,102.91918,57.309,"TE",9.,2.15650267248855,4.76349323718055
5,119.79598,94.97888,57.395,"TE",6.,3.65095327191083,5.60556887032548
5,88.29848,42.997749999999996,58.828,"TE",6.,4.9366480720795,5.39700834049195
5,125.17839,81.72649,58.875,"TE",8.,5.77919721884887,5.29586779748392
5,46.49324,77.86182,58.148,"TE",10.,3.20280459373999,4.56350587381344
5,122.17514,66.89483,61.816,"TE",7.,3.6246566689145,5.50665633977077
5,58.50624,63.844699999999996,65.598,"TE",11.,1.85269378979249,4.82667650243926
5,107.95291999999999,104.79144999999998,64.972,"TE",7.,1.23889196011611,3.82239368085567
5,86.57564,103.08326,66.667,"TE",8.,2.14034713632785,4.92480657387652
5,72.71087999999999,51.16366,66.195,"TE",8.,3.70070915577298,4.9874156546475
5,112.25708999999999,59.32078,66.679,"TE",8.,6.71164817435555,5.45621349541032
5,94.36064999999999,52.523179999999996,71.206,"TE",9.,7.05849503394956,5.66617744058702
5,64.0791,89.84258999999999,70.253,"TE",7.,1.8581517292494,4.67493412073884
5,112.49149,88.23988,71.719,"TE",6.,3.16264248560787,5.33454851000542
5,68.70557,78.91368999999999,74.374,"TE",8.,3.61268021032793,5.4512328646653
5,79.45573999999999,91.67090999999999,74.275,"TE",6.,3.8519232472123,5.63744784765843
5,108.67369999999998,71.50371999999999,75.235,"TE",8.,4.29564498269072,4.963865170431
5,80.48124,59.48779,76.77,"TE",6.,2.27288714486481,5.60668968380465
5,103.48467,88.70867999999999,76.055,"TE",8.,2.72332888829599,5.19967785041236
5,73.44631,69.64903,77.282,"TE",6.,6.16469661204972,5.91094759524826
5,95.4594,66.81865,78.185,"TE",7.,5.81594782028325,5.74703566399926
5,88.97531,80.72443,78.7,"TE",9.,2.54179873922389,4.93207428116928
6,65.52359,60.311119999999995,4.689,"TE",8.,2.17046897637066,4.36775340460618
6,81.3368,81.96382,3.0115,"TE",7.,2.04651206026984,4.04126294885502
6,53.91492999999999,83.88297,3.6614,"TE",10.,1.84550910296334,4.53451852652009
6,47.146629999999995,71.27517999999999,5.7291,"TE",11.,1.66133111337904,3.71887932774512
6,64.73249,77.80615,5.0603,"PRE",7.,2.92852399922699,5.57708533596164
6,83.98844999999999,52.74879,8.97,"TE",6.,1.63134014332629,4.21112448323624
6,100.42867999999999,75.7991,8.1364,"TE",6.,1.80872246411323,3.86210323246451
6,71.77328,103.51689999999999,14.053,"TE",6.,1.61503321613427,4.76541320425699
6,71.86704,49.10387,16.557,"PRE",7.,2.61076416100468,5.86906008339182
6,55.58209999999999,56.67791999999999,14.917,"PRE",9.,2.43529003405928,5.79433961247261
6,54.91699,45.749019999999994,18.315,"TE",11.,1.90231934540099,4.24042097979857
6,34.034879999999994,86.25334,17.026,"TE",10.,3.87969742807102,4.12562755319993
6,104.47793999999999,93.15934999999999,17.021,"TE",8.,2.21786564456065,4.13129656537781
6,51.128499999999995,105.87555,18.521,"TE",7.,1.46095337426117,3.82288436852764
6,42.99189,64.19337,17.123,"PRE",8.,2.66558945190138,5.83978056060471
6,113.56386999999998,65.09873999999999,18.373,"TE",8.,2.52185836363875,4.39965104518311
6,105.74663,51.09334,19.335,"TE",7.,2.13594679150864,4.21429486900143
6,29.89772,63.85349,24.602,"DP",12.,6.3128598505615,4.32543212954167
6,38.145669999999996,73.51956,18.343,"DP",9.,6.12884580283816,4.18006572798772
6,46.01858,67.53649999999999,23.054,"PRE",15.,3.06804381899306,6.04620486121758
6,29.63402,75.71706,22.234,"DP",9.,6.23589725132132,4.26990956877671
6,92.32430000000001,106.72524999999999,22.249,"TE",6.,2.13476221521717,4.20835244757939
6,72.86031,114.87065,27.322,"TE",6.,2.04421559133915,5.08271902076484
6,44.14045,91.9434,25.296,"PRE",10.,2.96544400151823,6.06828206167764
6,37.60362,97.56314,26.7,"DP",7.,6.39327248467716,4.39023357354302
6,122.51501999999999,74.55678,27.613,"TE",7.,2.39210818025744,4.29547678803645
6,59.45262999999999,45.57321999999999,28.297,"PRE",11.,2.47898540320183,6.04990080552789
6,117.56039,91.19918,28.587,"TE",6.,2.49812055150646,4.69862915094293
6,88.09044999999999,36.62793,34.643,"TE",5.,2.15093715469336,4.57217463844893
6,32.48198,50.09421,34.378,"TE",12.,4.0479349851273,4.80091941097066
6,35.78116,81.84075999999999,29.234,"DP",14.,4.26166866446169,6.07825988211021
6,29.868419999999997,90.91497,31.369,"DP",11.,6.55390447024423,4.61232212229468
6,56.745309999999996,37.5919,35.821,"TE",9.,2.18129861968153,4.49811258435763
6,78.11966,39.127219999999994,33.753,"PRE",9.,2.41783161987362,6.19476079367497
6,98.36889,39.30009,36.398,"TE",5.,2.39253213496104,4.78625199336877
6,45.13665,45.45016,33.001,"PRE",8.,3.29446423309178,6.22085792027856
6,40.8149,55.564519999999995,30.503,"PRE",12.,3.1882165944925,6.07489979171614
6,113.73674,47.776579999999996,37.922,"TE",5.,2.07428930486209,4.3369560197755
6,50.202619999999996,112.62334,38.195,"TE",6.,2.39760002611045,5.33765854914213
6,28.421878999999997,59.63721999999999,36.456,"DP",9.,6.65561736029705,4.05867289653385
6,23.876863,81.55948,37.523,"DP",11.,6.75154421474213,4.33236164764974
6,102.84299999999999,111.18177999999999,39.532,"TE",6.,2.0680497700317,4.70240301302625
6,122.16635,55.037119999999994,41.524,"TE",7.,2.41745370820412,4.25809439164922
6,28.106025,69.74571999999999,37.377,"DP",13.,5.27952216862528,6.30022807127299
6,70.58663,35.33873,45.856,"TE",7.,2.12057771472085,4.6420427637243
6,20.449641999999997,70.91479,44.086,"DP",13.,6.88662528827148,3.98724605779216
6,127.00084999999999,85.59994999999999,43.279,"TE",7.,2.6727171810768,4.53714888224734
6,113.40565,103.70148999999999,43.09,"TE",9.,2.30335352279328,4.70921417232864
6,39.26492999999999,43.29661,43.949,"DP",9.,6.87301424179653,4.31274084356695
6,42.31799,55.9044,41.674,"PRE",14.,3.18805568337164,6.16312015880127
6,128.9786,67.32553999999999,43.728,"TE",6.,3.28696114726749,4.50579604615619
6,33.22327,74.74723,40.393,"DP",13.,4.02233928760622,6.25288565341584
6,92.18073,115.72621,44.272,"TE",7.,2.48061302171491,5.33120259753836
6,39.61946,97.55727999999999,44.145,"DP",14.,4.01506111530566,6.27321219689164
6,29.263961,86.85985,41.425,"DP",10.,4.05588042038319,6.27708298564111
6,55.426809999999996,45.54099,45.436,"PRE",10.,2.750740991558,6.17588069703049
6,76.56969,118.46575999999999,48.563,"TE",6.,2.35335443230879,4.70872856916649
6,37.196349999999995,72.01353999999999,48.485,"PRE",18.,3.36657468855662,6.27445001408322
6,18.531078,87.88828,50.071,"TE",10.,4.23685120214993,4.56772216474898
6,33.09435,50.87358999999999,50.448,"DP",9.,6.75419077580489,3.89397445715692
6,31.685019999999998,94.35185999999999,49.105,"DP",8.,6.99231796033491,4.57269629788333
6,27.203878,61.524139999999996,52.387,"DP",13.,7.06599123394354,3.97437806307595
6,25.588275999999997,99.74013000000001,56.457,"TE",9.,4.0114033183139,4.83251727534493
6,26.401644,71.88169,51.504,"DP",11.,7.09048172563344,4.43925373688809
6,24.900605,80.18531,54.021,"DP",14.,5.27140114939336,6.29628581851764
6,129.87518,77.86182,57.075,"TE",6.,2.67719995696827,4.77093836469562
6,112.47390999999999,48.36550999999999,58.118,"TE",7.,2.55621521387027,4.09752277766608
6,124.19390999999999,58.89886,56.879,"TE",6.,2.56059886815443,4.20427159750409
6,26.480461,68.75245,57.358,"DP",7.,7.13565838511796,4.27072610275096
6,33.08849,82.64358,58.105,"PRE",12.,3.75924715513825,5.98981129709326
6,41.702690000000004,50.42237,58.723,"PRE",11.,3.81909656260711,6.0317930164353
6,30.322569999999995,93.08903,57.16,"DP",10.,5.75105338698593,6.11396375574158
6,122.57655,93.73363,59.614,"TE",8.,2.8362172989055,4.62255343541924
6,51.59437,44.72645,61.468,"PRE",8.,2.67794072348104,5.97738454819792
6,23.321920999999996,65.26867999999999,61.591,"TE",13.,5.67817956947944,4.43253639644131
6,107.85623,107.59839,65.427,"TE",8.,2.71273485485991,4.98969424883311
6,32.73689,70.56026,59.253,"DP",11.,4.44534518196457,6.34485274377543
6,69.05424,40.738719999999994,67.504,"TE",5.,1.61166827359068,4.0017219298585
6,89.08372,43.050489999999996,69.334,"TE",4.,1.5036712436243,3.90341516291098
6,124.60997,68.27193,66.938,"TE",8.,2.67183882696034,4.28921893872148
6,42.760419999999996,94.07057999999999,67.878,"PRE",12.,2.81978048548751,6.11974114730575
6,38.69065,63.60151,68.001,"PRE",10.,3.04218983602129,5.96787504904871
6,96.00731,113.10678999999999,70.516,"TE",7.,2.28015936224041,4.31526419916833
6,116.1159,97.83856,69.537,"TE",8.,2.77255300783577,4.23379947327427
6,46.36138999999999,105.00533999999999,71.025,"PRE",9.,2.2274189885654,5.72054936156768
6,50.413579999999996,114.58936999999999,70.687,"TE",4.,1.7876289151037,4.03082561219706
6,36.9473,75.60865,71.128,"PRE",10.,2.90953007354178,6.11018080743387
6,38.45038999999999,51.17245,72.311,"TE",7.,3.44385361859622,4.32384264657302
6,115.14607,58.64395,71.561,"TE",6.,1.97243067209275,3.86260602759739
6,25.252498,79.66669999999999,71.007,"TE",13.,2.71227004875737,4.24565763482156
6,123.3823,82.52931,72.663,"TE",6.,2.48251657597012,4.19826649501797
6,35.962819999999994,101.69736999999999,76.07,"TE",8.,2.09362781938982,3.51908663540096
6,82.76077999999998,114.75931,73.172,"TE",5.,2.45420500367559,4.57334800049936
6,66.05685,113.53457,75.395,"TE",6.,1.99046200407567,4.54952909403959
6,100.95022,56.431799999999996,79.62,"TE",6.,1.95634361077588,4.44525690001575
6,39.24735,85.8783,79.048,"PRE",8.,2.4282396693879,5.66586646762762
6,106.23008,67.54822,81.398,"TE",7.,2.588445929646,4.60715360442041
6,74.14071999999999,56.44058999999999,83.54,"TE",4.,1.12113412307784,3.76103536367841
6,112.73760999999999,78.28667,81.472,"TE",9.,2.72414945382344,4.45141353085553
6,108.08769999999998,91.45409,81.652,"TE",8.,2.38821123328274,4.44685132099642
6,94.97301999999999,98.50659999999999,85.783,"TE",9.,2.24532969392858,4.23210211954848
6,80.14135999999999,105.62942999999999,85.689,"TE",6.,2.20273653626659,4.44680138722532
6,56.039179999999995,99.33578999999999,87.883,"TE",9.,1.47219718738325,3.44766416556851
6,91.87601,71.33085,89.028,"TE",8.,2.52709985191667,4.88369226662956
6,49.53458,77.60691,89.007,"TE",6.,1.34226921402274,3.62463365351824
6,98.50367,82.23044999999999,88.839,"TE",6.,2.45827297557574,4.294510437785
6,73.24121,86.63717,91.208,"TE",6.,1.80421278986699,4.61257910373095
7,72.3417,64.89657,4.3555,"TE",7.,3.20104563790639,5.46085903461085
7,92.52353999999998,68.66748,3.4558,"TE",8.,2.54470832265194,5.19791137813519
7,71.76155999999999,79.87473,4.6686,"TE",8.,3.16688325107037,5.3030271583315
7,97.53969999999998,91.21968999999999,5.407,"TE",7.,2.79121479040106,5.42832520597642
7,84.2961,53.46663999999999,4.7216,"TE",8.,2.36986252398145,5.05887660797588
7,61.231139999999996,68.65868999999999,8.0883,"DP",9.,5.81927889813556,4.27750972789262
7,105.58255,85.35383,6.794,"TE",9.,2.65268728337379,5.36004278913781
7,103.08326,56.86250999999999,9.6498,"TE",8.,2.92897012073667,5.23613199319891
7,81.81439,101.52743,15.013,"TE",8.,3.23720234022881,5.55432470556437
7,74.43079,43.98223,15.712,"TE",9.,2.12166495133186,5.13816767048281
7,116.94509,74.25792,14.106,"TE",8.,3.01785732237835,5.48428272968057
7,58.383179999999996,88.14318999999999,14.916,"TE",12.,4.37650559167521,5.17307565755784
7,117.17949,59.18892999999999,15.564,"TE",7.,2.93556788104814,5.0681566175519
7,50.09128,67.11751,16.059,"DP",11.,4.04965473241256,6.00499530031291
7,68.54735,75.34788,15.688,"DP",14.,3.99058848549626,5.85643737705404
7,62.59066,59.21529999999999,17.844,"DP",12.,6.16825860011047,4.6292933500032
7,56.16224,47.70919,25.395,"TE",8.,4.13225436522948,5.53726221072201
7,51.92838999999999,55.73446,21.459,"DP",10.,6.30295348091387,4.91590035543744
7,124.32283,82.93657999999999,22.671,"TE",8.,3.27399455926449,5.24444162125814
7,66.86846,84.67407,23.12,"PRE",11.,3.68334932551987,6.27376854607834
7,89.44411,41.77887,25.885,"TE",7.,2.09041748942447,5.04105196022376
7,71.15212,102.3449,25.081,"TE",7.,3.14047530005514,6.13647432458011
7,120.31459,54.91405999999999,25.492,"TE",8.,3.09993475828142,5.39452522875222
7,53.50766,90.5663,27.104,"DP",8.,6.49461581038514,4.90191702665165
7,68.93118,43.876749999999994,27.203,"TE",8.,3.00400996897014,5.53211101201983
7,49.15661,65.78729,25.939,"DP",9.,4.68783256260824,6.24652666687407
7,124.35799,64.45707,26.531,"TE",10.,4.43891580263668,5.39385587382576
7,61.424519999999994,99.16584999999999,28.955,"TE",8.,3.93983566808389,5.96713941900854
7,112.3948,100.25874,29.24,"TE",8.,2.87532996935997,5.54635387061461
7,85.27178999999998,103.98863,27.806,"TE",8.,2.50632147848408,5.49284027061084
7,59.61084999999999,64.42191,28.492,"DP",13.,4.81465881557224,6.42674024268743
7,41.42726999999999,85.06375999999999,29.701,"TE",10.,5.00069888391942,5.73169743432327
7,98.84648,103.39676999999999,28.169,"TE",7.,1.88283503576351,4.71927835374214
7,67.23470999999999,54.498,32.235,"DP",11.,4.22793175979075,5.81756986593869
7,41.64995,76.42611999999998,27.635,"DP",9.,6.52742474083215,5.00985170829235
7,117.76549,91.76759999999999,27.488,"TE",10.,2.69738353377529,5.40138782861357
7,67.22005999999999,73.71294,33.564,"PRE",11.,3.5664982144903,6.50395105646666
7,105.87261999999998,43.98808999999999,34.463,"TE",7.,2.86210556397145,5.54255265554666
7,42.77507,69.37361,34.926,"DP",10.,4.49776825660783,6.41188938320171
7,102.01674,103.22976,34.706,"TE",7.,1.6871456663318,4.89452127744406
7,57.52469,80.74201,31.372,"DP",17.,4.3392333931276,5.98062333044752
7,67.56287,90.94719999999998,36.91,"PRE",12.,3.62303507278804,6.18687810163358
7,128.48928999999998,70.99976,39.223,"TE",8.,2.92774436809102,5.21497785495494
7,34.32495,66.85674,41.218,"TE",12.,3.13034679547756,5.71893495887341
7,48.82259,53.45199,42.438,"DP",14.,6.95803448541414,4.55222498770309
7,122.73476999999998,88.76727999999999,42.346,"TE",10.,3.03227203058283,5.78675651250325
7,115.83755,50.343259999999994,43.027,"TE",6.,3.40208874375803,5.60299669518314
7,55.69344,68.45066,39.127,"DP",11.,4.99397047675119,6.12688850270289
7,41.655809999999995,80.12671,41.076,"DP",12.,6.97684972163866,4.84505108074927
7,52.27999,90.66299,41.641,"DP",12.,6.95637067566615,4.68222447010913
7,60.66858,52.77809,43.121,"DP",11.,7.02744093681942,4.40284654871526
7,110.39653999999999,99.63172,44.423,"TE",7.,2.80308653862794,5.27694914779986
7,124.10307999999999,63.00965,46.807,"TE",10.,4.43103047539473,5.15472182521604
7,61.10515,78.21049,46.204,"PRE",16.,3.81323761052431,5.72682126137051
7,100.80078999999999,46.194379999999995,49.805,"TE",8.,2.81761026846207,5.29174635362358
7,63.97362,97.34631999999999,49.445,"TE",9.,3.43974373409157,5.71996183656149
7,75.88992999999999,49.84516,52.692,"TE",9.,2.060859833948,4.84031384610718
7,60.100159999999995,61.32783,46.774,"DP",13.,5.10272267598897,6.2690310237164
7,48.887049999999995,71.96665999999999,47.685,"DP",14.,6.66125754959615,5.66182801909812
7,64.26955,88.88448,50.045,"PRE",10.,3.80766334161712,6.14422942449983
7,117.86510999999999,55.192409999999995,52.407,"TE",6.,2.71841680517596,5.22400096616309
7,42.159769999999995,65.27454,52.672,"DP",10.,4.34189160651789,6.81571356338664
7,81.11119,98.46851,55.613,"TE",11.,1.65511074243375,4.82728573914942
7,38.907469999999996,78.70859,55.648,"TE",10.,5.48289257581873,5.39663238765387
7,100.95315,97.45473,57.294,"TE",7.,2.13587509544812,5.2148677434019
7,47.13784,56.07433999999999,59.226,"TE",11.,4.75661767361305,5.12988370488405
7,64.67389,52.5349,59.474,"TE",9.,4.08880194066121,5.24868802377885
7,123.69288,68.9429,59.176,"TE",7.,3.13014514636211,5.76021279541778
7,123.06293,81.55655,58.735,"TE",9.,2.66751073229647,5.42947401393267
7,49.78949,84.72973999999999,58.144,"DP",11.,7.11713298351156,4.33602106693611
7,59.11275,60.176339999999996,59.161,"DP",12.,4.47848333033118,6.25213109277627
7,71.32791999999999,93.47578999999999,60.706,"TE",7.,2.32737402579599,5.1910327803636
7,59.42625999999999,90.49891,62.068,"TE",11.,4.03545557457251,5.57621167692339
7,110.81552999999998,89.06321,64.684,"TE",9.,2.71103218505481,5.26392487393343
7,111.57732999999999,62.00173,67.018,"TE",10.,2.56092304713449,5.24671827069831
7,62.93053999999999,69.58749999999999,70.627,"DP",9.,4.31221853195887,5.48386112302878
7,115.15778999999999,71.02905999999999,70.554,"TE",6.,2.53142028639055,5.54971573538552
7,48.72004,74.2755,69.937,"TE",10.,4.98702603078863,4.78691758937718
7,81.61807999999999,88.32191999999999,71.052,"TE",7.,1.74479881332652,4.86956779982425
7,101.48640999999999,60.47812999999999,72.171,"TE",8.,2.55912951364703,5.53075001380161
7,107.83278999999999,78.04641,73.689,"TE",8.,2.81472564372302,5.85650311568159
7,67.39,80.76838000000001,73.211,"TE",10.,2.78610281748276,5.0786336336263
7,71.60627,64.62994,73.548,"TE",9.,2.09692400416414,4.88579521180263
7,97.15001,84.08221,73.82,"TE",9.,2.77713209482261,5.64348454736475
7,86.60200999999999,61.767329999999994,74.477,"TE",6.,2.51119407233707,5.41082937107013
