q,eps_G,T
0.1,-6.835068066251844,9.4897869315728
0.3,-6.953220104066766,9.4897869315728
0.5,-7.057367412580606,9.4897869315728
0.7,-7.151447832870356,9.4897869315728
0.9,-7.244334878779371,9.4897869315728
