"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:09:53","","","","","","",""
"from Munoz-Descalzo lab: https://www.biorxiv.org/content/10.1101/159301v1.article-info","","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Identity","Population","DCGNeighborCount","Nanog-Avg","Gata6-Avg"
6,71.5683393110697,106.67168620793949,55.088185397519446,"TE","N+G+",7.,20.568,59.757
6,102.42584479303778,100.2883941571106,57.38057726896391,"ICM+Epi","N+G+",12.,47.059,49.143
6,116.60325969907147,94.71246143456202,57.607964433950094,"ICM+Epi","N+G+",10.,22.471,61.303
6,98.17968254534028,79.20429118836094,60.54136175239182,"ICM+Epi","N+G+",9.,37.258,48.201
6,77.58005758691588,80.95643270930967,65.39571760942727,"TE","N+G+",7.,25.993,39.296
6,131.06316356960897,85.50512952055693,61.83469055957571,"ICM+Epi","N+G+",11.,24.494,49.964
6,91.19249456394198,93.03590248902677,65.00164845019782,"ICM+Epi","N+G+",11.,30.56,51.329
6,129.20932974005285,99.85551213428798,64.6466775365316,"ICM+Epi","N+G+",9.,48.152,45.239
6,128.56931567984898,129.7449851387074,62.76893284829724,"TE","N+G+",4.,15.246,40.176
6,114.4978341355042,105.57573886444412,68.17683755041219,"ICM+Epi","N+G+",10.,38.217,55.29
6,109.66903839851764,89.25677371835305,69.07301049476953,"ICM+Epi","N+G+",13.,57.827,45.637
6,141.05621068893032,98.048401467584,73.02604890145248,"TE","N+G+",6.,15.194,37.907
6,81.16413632405762,106.77818892784029,73.86666118106206,"TE","N+G+",9.,16.393,42.741
6,107.3429183314318,119.25962058589268,75.28963153932405,"TE","N+G+",5.,26.246,44.238
6,100.29834977911867,102.57648484917304,75.7536659800877,"TE","N+G+",9.,95.853,39.195
6,93.03308672328696,86.16475926961999,77.33200041940361,"TE","N+G+",7.,26.948,41.335
6,122.07206949626193,89.09873742430669,77.91744520165311,"TE","N+G+",8.,31.629,42.676
6,108.67149924261365,80.43079025302505,79.53693568893031,"TE","N+G+",8.,20.136,45.056
7,53.754863722817085,139.40419459782512,2.4526167766575346,"TE","N-G-",8.,5.7472,19.065
7,57.87232045711046,125.43719604360962,1.5622722157377282,"TE","N-G-",7.,6.593,19.611
7,45.15034013445533,122.77733660107484,4.024206334345341,"TE","N-G-",10.,8.6803,18.841
7,75.26617269372147,150.01809187948996,3.895334607376369,"TE","N-G-",9.,6.8099,18.094
7,58.10147873137095,155.25754065792606,4.923541945983913,"TE","N-G-",8.,5.5694,16.585
7,83.98897152041124,158.17280498520353,5.655159880753202,"TE","N-G-",9.,6.5765,17.658
7,72.24645801515982,159.4461807677065,6.435536975189646,"TE","N-G-",8.,6.7511,18.515
7,48.91297115376472,100.81981379562316,6.23957817747296,"TE","N-G-",9.,5.7977,15.533
7,38.220889608913815,112.84573522579412,10.563351414151093,"ICM+Epi","N+G-",10.,16.621,15.345
7,98.76968021021307,155.5603778784067,10.381225002155585,"TE","N-G-",10.,6.6143,18.731
7,56.60825384748,115.57856749254107,10.36623991762431,"TE","N-G-",10.,6.3354,18.1
7,50.47642196041292,152.0649795986422,11.683774657566488,"TE","N-G-",10.,5.8954,19.038
7,41.50709318383325,99.18522253326984,13.261819328590846,"TE","N-G-",8.,9.5473,15.247
7,40.549802973616025,117.00883484710025,12.853763949816102,"TE","N-G-",11.,7.6829,19.03
7,115.7200003030941,139.6194644292511,14.082540881380723,"TE","N-G-",10.,5.778,18.911
7,70.6090851845566,114.91086615099942,15.720525890530183,"ICM+Epi","N+G-",9.,12.778,19.408
7,94.59308585675569,146.37309931009045,12.861832841486791,"TE","N-G-",14.,6.4298,16.919
7,114.6740036641309,152.90416707708252,15.473848345169177,"TE","N-G-",8.,6.4286,20.015
7,84.35858164018623,141.3817581339758,18.11122322267373,"TE","N-G-",13.,7.5302,17.55
7,123.04567287703439,156.9541588208598,16.70838877078429,"TE","N-G-",8.,6.3429,18.308
7,103.30479637985218,166.94778709672087,17.064572703104616,"TE","N-G-",9.,6.1345,17.217
7,87.2969820923974,167.1010300275665,15.88305642275402,"TE","N-G-",12.,6.866,19.03
7,80.46658707895558,124.6782786718027,19.069115933865287,"TE","N-G-",13.,6.6341,17.88
7,56.75609789539,105.20912917198714,19.493309095981402,"TE","N-G-",13.,6.8893,16.766
7,139.36026356390244,106.82547722828743,21.33762719213843,"TE","N-G-",2.,7.2822,17.051
7,105.62225183084139,127.27246257254649,21.639634280384143,"TE","N-G-",10.,6.2446,18.404
7,94.0756316890707,135.1425816638325,22.24941195092606,"TE","N-G-",10.,7.2157,17.497
7,39.911486296764615,138.72554733265164,21.587762833929727,"TE","N-G-",12.,6.5973,18.244
7,48.354859872904484,160.40577340609693,22.840746440506408,"TE","N-G-",8.,5.4856,14.636
7,102.12204399657222,160.27077368130435,22.000429007944863,"PrE","N-G+",12.,6.3993,32.549
7,83.00950470300752,117.34450983847637,24.74385217597844,"TE","N-G-",11.,8.8919,17.737
7,61.32078287461112,125.068683281338,23.669536884966973,"TE","N-G-",19.,8.2948,17.597
7,132.43007381812137,152.91146435950378,24.06606527564073,"ICM+Epi","N-G-",8.,5.2681,16.642
7,48.56184153997848,93.08834307034033,26.708050948385676,"TE","N-G-",11.,6.4118,17.505
7,40.91793465291192,125.44084468482022,27.217543822449052,"TE","N-G-",10.,5.6459,16.284
7,91.12614293326628,161.67185190617866,27.267109871283274,"PrE","N-G+",17.,6.3185,34.124
7,37.745201384763405,110.1056056766259,26.264261906497893,"TE","N-G-",10.,7.9941,16.169
7,142.43541976043036,114.59708300688695,27.442320090418193,"ICM+Epi","N+G-",2.,12.991,17.184
7,54.43864244440081,135.98541778348343,28.569659526694174,"TE","N-G-",11.,6.5216,18.266
7,71.49984557321434,103.29359253641682,27.785824335827435,"ICM+Epi","N-G-",12.,7.954,17.873
7,127.79885901734077,132.80745128904204,28.356410246826023,"TE","N-G-",7.,6.3454,16.898
7,113.05880744071418,152.0649795986422,27.467679464240348,"PrE","N-G+",15.,6.2201,27.291
7,58.3712941188067,97.62725273633932,31.962052124813006,"TE","N-G-",10.,5.697,15.886
7,50.32857791250293,111.85330481650816,33.38217705885392,"TE","N-G-",15.,9.5692,16.811
7,67.85548979223293,138.08338647958425,31.313082694727754,"TE","N-G-",14.,6.685,17.342
7,56.6452148594575,146.04837024234615,33.32569481715911,"TE","N-G-",12.,6.2436,16.792
7,57.39552340260072,158.70915524316325,34.669741629733544,"TE","N-G-",12.,5.5345,16.744
7,119.49002352479899,164.28427901297547,32.75510890616054,"ICM+Epi","N-G-",12.,5.8927,16.313
7,104.08097763137967,171.05615709986785,31.159773752984705,"ICM+Epi","N-G-",12.,5.9525,16.413
7,75.32531031288546,176.37952462614803,33.40638373386598,"TE","N-G-",11.,5.7228,16.876
7,42.4226174505159,69.08028390452579,34.40577360222107,"TE","N-G-",5.,7.2827,14.921
7,118.62513584452553,141.34892036308034,35.59305337662216,"PrE","N-G+",11.,6.62,36.352
7,97.86413541676434,150.9010630524576,33.71530701497228,"PrE","N-G+",14.,6.3243,34.31
7,77.63537356147916,125.29489903639582,34.84149375243817,"TE","N-G-",12.,6.5634,16.807
7,43.27641682719613,79.16877685186275,37.18493043336769,"TE","N-G-",10.,6.0336,14.944
7,40.15099365437881,99.24724943385021,36.38495745915958,"TE","N-G-",12.,7.597,14.781
7,85.48589250549995,131.84785865065157,36.71462931884765,"TE","N-G-",13.,5.8024,15.996
7,76.63373013688894,136.40866016391422,36.14750150427936,"TE","N-G-",15.,6.146,15.208
7,44.39633549011434,154.06808362326717,36.73653059623952,"TE","N-G-",9.,5.4977,16.334
7,33.39230300417335,105.81480361294841,35.756736607656094,"TE","N-G-",8.,8.3107,13.743
7,48.78360761184347,160.27807096372558,35.704865161201674,"TE","N-G-",7.,5.2667,15.029
7,94.92573496455319,173.71966518361322,38.84942751514941,"ICM+Epi","N-G-",10.,5.4976,17.301
7,60.814417010519385,108.10979893442217,41.38075410212493,"TE","N-G-",12.,7.8749,16.517
7,95.66865130530091,159.45347805012767,38.578543294776345,"TE","N-G-",13.,5.8552,22.699
7,71.72530774627708,164.2149548299739,39.2874530629867,"PrE","N-G+",12.,6.8096,35.073
7,47.26081391837051,93.54807186287721,38.50707596855026,"TE","N-G-",11.,5.2308,15.426
7,70.47972164263537,101.5860284498513,40.092036832435205,"TE","N-G-",7.,5.863,14.802
7,114.09371577608414,150.1530916042825,37.865022731325595,"PrE","N-G+",10.,5.7508,30.224
7,52.583199643130364,75.78648644962718,47.853157920826,"TE","N+G-",8.,19.904,13.956
7,73.42551429724203,114.100867802244,45.332205623141355,"TE","N-G-",13.,6.2293,15.557
7,87.89944658763064,121.51125810099313,44.751245422851895,"TE","N-G-",11.,6.0702,15.626
7,106.48713951111485,151.2403866850443,41.40611347594709,"TE","N-G-",14.,5.5091,20.821
7,118.61035143973452,166.19981564854578,44.935677232467604,"ICM+Epi","N-G-",12.,5.1649,14.511
7,87.89944658763064,162.36144509498396,45.62614381971639,"TE","N-G-",13.,5.4165,17.996
7,104.73888364457916,175.1462838969618,46.7361927738409,"ICM+Epi","N-G-",10.,6.8622,16.199
7,81.4312694915683,108.3725011015861,47.94537382563385,"TE","N-G-",9.,7.7105,14.718
7,58.1717046541282,144.69107571199916,47.31484757651017,"TE","N-G-",13.,5.7721,16.077
7,91.66207760694003,156.36672758595154,50.00985739451962,"ICM+Epi","N-G-",14.,5.6098,15.76
7,79.41319823759686,163.7004964192779,45.73103941143532,"PrE","N-G+",12.,6.0356,27.276
7,113.8756458054169,140.68121902153865,50.0859355159861,"PrE","N-G+",11.,6.253,32.622
7,82.33311818381928,150.8645766403515,51.062271408139225,"PrE","N-G+",19.,6.8542,27.706
7,67.14214226106722,158.27861558031123,50.28304701251288,"PrE","N-G+",13.,5.9358,32.507
7,35.24441931436583,63.02718813612361,52.000568239559115,"TE","N+G-",7.,13.238,16.924
7,84.50642568809621,176.07668740566737,52.57807034341828,"TE","N-G-",13.,4.7252,13.786
7,114.96599565875312,154.874433330812,53.851802528576734,"ICM+Epi","N-G-",10.,6.1855,15.359
7,102.07029857980373,159.1287489823834,51.90258884070077,"ICM+Epi","N-G-",16.,8.4909,14.695
7,59.17704417991618,169.23548513577342,54.02931814533184,"TE","N-G-",14.,5.3735,15.713
7,127.49577871912527,149.01471554657218,55.31803541502157,"TE","N-G-",9.,5.1634,15.287
7,44.03411757273485,81.65350151628824,54.60451485157082,"TE","N-G-",12.,5.6472,14.684
7,47.6008552285635,101.59332573227252,56.69205239665855,"TE","N-G-",11.,7.0534,15.379
7,80.98404124664057,121.2558532162504,56.69320509546865,"TE","N-G-",14.,5.7108,15.006
7,30.693409909576374,74.44378648412265,56.75084003597356,"TE","N-G-",9.,7.3683,15.084
7,74.00210608409101,168.26859521496172,56.92374485748828,"TE","N-G-",16.,7.4894,15.715
7,59.09203385236793,136.58744358323412,59.3916730099084,"TE","N-G-",10.,6.4966,15.887
7,68.91627083598716,152.58308665054884,59.661404531471376,"PrE","N-G+",14.,5.5687,26.483
7,63.194706181870316,106.68318022107361,58.02687761875221,"TE","N-G-",12.,6.0678,15.245
7,104.1142425421594,137.14933432966808,62.765622427065665,"TE","N-G-",14.,4.7602,14.369
7,124.50932895134335,159.1688840357001,61.67632205152292,"TE","N-G-",9.,8.5077,15.18
7,100.68056452944977,170.2826451632185,62.379468325682794,"ICM+Epi","N-G-",13.,6.7292,16.216
7,115.01404497432387,174.04439425135755,62.97080281526313,"TE","N-G-",11.,6.2806,15.579
7,52.33186476168337,146.81823353778486,63.35119342259553,"TE","N-G-",9.,5.1702,14.589
7,117.6308846223308,148.3470142050305,58.80840741199874,"TE","N-G-",8.,7.7068,15.112
7,63.16513737228832,172.47547853079521,64.49582334102297,"TE","N-G-",7.,5.1495,15.899
7,42.14023531900781,90.24970020848568,63.532167135780924,"TE","N-G-",8.,8.9827,14.17
7,109.91712142262676,155.73186401530538,61.97602374214844,"ICM+Epi","N-G-",13.,7.0867,14.877
7,76.1199720704017,110.67844234669171,63.060713322450795,"TE","N-G-",9.,4.924,13.883
7,77.79060981178466,144.46485995694135,67.76718256408151,"TE","N-G-",12.,5.6541,21.885
7,103.61896498166092,121.05882659087747,66.06464642156655,"TE","N-G-",9.,5.3387,15.471
7,28.996160239569626,62.658675373852,67.30033954599176,"TE","N-G-",5.,9.4339,13.871
7,87.55940527743763,134.95650096209138,70.30427264510752,"TE","N-G-",13.,5.3744,14.693
7,82.19266633830479,156.0602417242603,66.72860093618308,"TE","N-G-",12.,9.9793,14.627
7,104.89411989488465,163.5764426181171,67.17815347212135,"ICM+Epi","N-G-",10.,8.5988,14.839
7,52.317080356892376,100.98765129131122,69.3867243922694,"TE","N-G-",8.,6.7716,14.581
7,92.08712924468126,162.1206347750837,66.0957692894392,"TE","N-G-",12.,8.1226,14.675
7,90.13189171107156,120.02626112827481,72.1797136091372,"TE","N-G-",9.,4.7798,14.305
7,76.25672781471845,159.04483023453938,70.33539551298017,"TE","N-G-",11.,6.0321,14.632
7,52.8825838401481,92.3549661870077,74.04132218744569,"TE","N-G-",11.,9.104,13.796
7,108.76763395012654,147.7705288937541,72.10824628291111,"TE","N-G-",10.,9.2537,14.874
7,59.15486757272967,150.48876659565863,69.17578051002144,"TE","N-G-",9.,5.6415,15.57
7,98.95448527010056,154.41835317948576,71.47887273259752,"TE","N-G-",16.,7.4447,14.637
7,61.095320701548374,161.59523044075584,73.5491197955338,"TE","N-G-",9.,4.966,14.589
7,111.7134266047332,165.75468142085137,69.83166613296727,"ICM+Epi","N-G-",9.,8.4977,15.651
7,47.353216448314264,75.18081200866591,73.07420788577335,"TE","N-G-",10.,6.7443,13.964
7,35.01526104010533,78.20188693105108,73.99290883742157,"TE","N-G-",9.,5.9626,13.846
7,86.60211506722042,164.5068461268227,73.42347562523308,"TE","N-G-",10.,7.137,14.768
7,41.2712819274168,73.13392428951363,76.44239380888011,"TE","N-G-",6.,5.0316,13.966
7,119.83376093618973,153.68497629615314,74.90238819858901,"TE","N-G-",8.,4.7874,13.433
7,71.67725843070633,104.76399494429269,78.01582768466409,"TE","N-G-",7.,4.9607,14.119
7,66.42509862870372,138.00311637295084,78.43195195510951,"TE","N-G-",8.,5.6732,14.886
7,86.8386655438764,149.16795847741776,78.62675805401611,"TE","N-G-",12.,9.4079,14.705
7,57.809486736748724,81.40904255517736,78.70514157310278,"TE","N-G-",7.,6.0274,13.774
7,78.48178073576389,141.00229944807234,79.20771825430556,"TE","N-G-",7.,5.0459,14.869
7,99.47933164018106,140.21419294658057,78.96449880537486,"TE","N-G-",10.,5.0775,13.854
7,69.18239012222516,150.2589021993902,79.5639021866259,"TE","N-G-",9.,6.2512,14.89
7,90.35735388413431,171.85885816620208,79.85207688915044,"TE","N-G-",10.,7.0735,15.349
7,76.3269537374757,167.57170474373518,79.52932122232296,"TE","N-G-",9.,7.0287,15.454
7,110.623076751397,168.00954168900842,79.97195756540064,"TE","N-G-",10.,6.2303,15.329
7,69.83660003422688,91.97550750110426,80.30393482270891,"TE","N-G-",8.,4.8377,13.331
7,80.1117613639716,103.06007949893778,80.78922102176021,"TE","N-G-",5.,5.499,14.007
7,63.37211903936232,100.35643636187568,81.98802778426227,"TE","N-G-",6.,4.7413,13.613
8,104.8836153385487,89.23793322494994,-0.4459245892396595,"TE","N-G-",11.,9.2516,21.748
8,90.3653298337871,71.70621220796833,1.6146398036917802,"TE","N-G-",10.,9.0088,22.984
8,88.42118060377065,61.577584207314665,4.330974549688054,"TE","N-G-",11.,9.8583,20.282
8,106.17725075776116,67.7620310592988,3.9385958747306455,"TE","N-G-",10.,8.1417,20.866
8,116.08280196773089,100.4793967948397,8.572329821444168,"TE","N+G-",9.,12.152,19.837
8,86.64705202885071,53.05800698054004,9.152137322923533,"TE","N-G-",10.,11.799,21.175
8,114.50456675629168,75.25269146468138,12.732419827088364,"TE","N-G-",12.,9.1873,20.847
8,78.37148144708868,81.60497581235359,9.826466126830947,"TE","N-G-",14.,9.3262,20.581
8,112.15384639452274,117.70463195013004,12.23791203755626,"TE","N-G-",7.,11.225,20.359
8,102.20763807137777,50.66814698759042,12.596401367496782,"TE","N-G-",10.,8.1671,20.29
8,113.79121922512596,64.02217381842344,13.541614391777259,"TE","N-G-",9.,9.2038,23.133
8,68.7505300293457,74.72728713035352,14.596333803017057,"TE","N+G-",8.,25.494,21.066
8,108.08443897580013,110.71383539060108,15.100063183029945,"TE","N-G+",11.,10.15,24.496
8,126.77562273282135,113.15112771928861,15.32138135456879,"TE","N-G-",9.,10.008,18.477
8,90.14356376192211,72.80080457115137,16.788766939823724,"ICM+Epi","N-G+",11.,11.1,53.026
8,104.30702355169971,100.34074842883652,16.44295729679428,"TE","N-G-",8.,9.8237,23.12
8,63.916029662688835,62.20150185432899,15.722520540482943,"TE","N+G-",12.,18.428,24.133
8,95.5509598142302,61.39150350557354,18.283817296521015,"ICM+Epi","N-G+",17.,11.202,60.546
8,110.6975825226093,86.26793927951331,17.63600056524586,"TE","N+G-",9.,15.379,19.998
8,120.07459126130078,124.95813067682295,16.447568092034675,"ICM+Epi","N+G-",7.,18.145,20.812
8,101.69757610608828,70.53499837936249,16.17322577523132,"ICM+Epi","N-G+",12.,10.565,57.454
8,97.14767553165817,91.32860463862954,18.25730522388876,"TE","N-G-",10.,9.9063,18.175
8,93.47744704229251,43.261040465930826,18.408308768011615,"TE","N-G-",10.,6.5055,15.668
8,101.5497320581783,82.51348747379551,18.43943163588426,"TE","N-G-",13.,9.4712,19.633
8,70.12917577610641,53.328006430125185,22.223741829436467,"ICM+Epi","N+G-",10.,34.238,23.287
8,82.22281889514406,55.01367866942706,22.69173754633631,"ICM+Epi","N+G-",13.,46.36,21.397
8,129.56987523832026,128.80744715401661,20.68949971319584,"TE","N-G-",6.,9.8508,21.052
8,84.47374452457376,48.303827483115064,18.37488050251877,"ICM+Epi","N+G-",8.,26.942,19.245
8,111.85076609630725,48.719772581124616,22.081959875794393,"TE","N-G-",9.,8.729,21.222
8,95.80229469567719,83.47672875339656,19.46072278163122,"TE","N-G-",10.,9.4048,18.893
8,81.41706883403461,69.42581145133701,20.484319324998367,"ICM+Epi","N+G-",17.,29.373,18.722
8,67.54929714007699,73.57066786659011,24.36891431502911,"ICM+Epi","N+G-",9.,46.974,22.4
8,120.23721971400178,132.08027831993388,23.415632399077943,"TE","N+G-",8.,12.368,23.02
8,78.57846311416267,41.70307066900031,27.563042717811065,"ICM+Epi","N+G-",15.,53.856,22.448
8,107.01256962845264,61.31123339894012,23.460587652671773,"ICM+Epi","N-G+",11.,10.905,51.976
8,71.96244197019035,86.61456019452126,29.20679122101101,"TE","N+G-",13.,18.485,20.761
8,96.44541630408568,98.41061722842377,23.24618567399352,"TE","N-G-",10.,10.804,23.927
8,93.26307317282301,89.44955441516532,26.841453262689626,"TE","N-G-",14.,8.6823,19.06
8,120.35919105352752,110.78315957360267,26.421870895813896,"TE","N-G-",15.,10.753,18.162
8,93.44787823271052,53.91543766503342,25.940042793192877,"ICM+Epi","N-G+",13.,11.346,50.598
8,66.37763306039027,63.66825562099426,24.85074241765013,"ICM+Epi","N+G-",10.,29.344,21.259
8,120.543996113415,99.58547969824022,24.81385605572699,"TE","N-G-",12.,11.3,18.107
8,106.85733337814715,128.3331237966373,26.417260100573507,"TE","N-G-",11.,11.569,21.405
8,88.70947649719514,79.90470900820927,28.025274940660417,"ICM+Epi","N-G+",14.,9.7191,42.012
8,103.60476432412725,54.116112931616975,29.68055043196135,"ICM+Epi","N-G+",13.,11.637,67.14
8,114.73742113174994,85.40685995380933,29.362405560374263,"TE","N-G-",13.,11.502,18.43
8,99.25075711317785,75.57377189121506,30.075926123825013,"ICM+Epi","N-G+",16.,10.51,60.871
8,128.86391990955002,123.81975461911259,31.289717970858355,"TE","N-G-",13.,9.0254,17.74
8,80.10495290883338,65.47068437903565,28.888646349423922,"ICM+Epi","N+G-",15.,24.097,18.142
8,84.5957158640995,96.48413466922162,32.94499346215929,"TE","N-G-",16.,9.1821,20.634
8,69.32342571499693,55.820028376971905,34.162243405622924,"ICM+Epi","N+G-",10.,35.368,22.917
8,129.43681559520127,136.65932303924956,33.08792811461145,"TE","N-G-",9.,8.9849,20.857
8,91.79572099731631,39.200467662642836,32.88851122046448,"TE","N-G-",13.,7.5721,17.669
8,109.43721201417657,66.55068217737626,34.26368090091156,"TE","N-G-",17.,8.5094,18.959
8,105.0092827792722,116.16855400046319,35.27690315498783,"TE","N-G-",13.,10.195,18.715
8,105.85938605475465,99.2899397601808,31.595183155534365,"TE","N-G-",16.,8.6774,19.877
8,92.3131751650013,66.67108733732638,34.66712548444591,"ICM+Epi","N-G+",18.,9.5582,40.482
8,116.52633411146087,132.1641970677779,36.66475252234599,"TE","N-G-",11.,11.81,20.309
8,78.58215921536042,74.16539638391956,37.538498220400385,"ICM+Epi","N+G-",13.,28.748,18.21
8,96.30126835737343,97.43643002519087,38.10793143258887,"TE","N-G-",13.,9.2178,21.076
8,118.62202349058508,106.83532978372253,36.857253223632384,"TE","N+G-",11.,11.994,17.245
8,109.8770480567088,43.256662096478095,39.23181277243456,"TE","N+G-",11.,12.18,18.167
8,95.21091850403722,55.6777313697581,37.103930768993386,"ICM+Epi","N-G+",14.,10.649,50.995
8,104.88731143974644,105.75168334417133,39.271004531977894,"TE","N-G-",10.,8.8945,18.395
8,101.42776071865254,44.21734932723174,41.14990359243786,"ICM+Epi","N-G+",8.,10.45,50.978
8,65.43512725496403,66.59811451311417,39.5119185832884,"ICM+Epi","N+G-",14.,27.181,21.149
8,92.90824745783902,84.76105045953133,38.97245554016248,"ICM+Epi","N-G+",14.,11.169,54.153
8,67.87825014667672,46.6181552438132,42.94350294095057,"TE","N+G-",13.,16.715,22.442
8,78.9739459423219,60.982855689985215,40.20584326696749,"ICM+Epi","N+G-",15.,22.078,17.933
8,112.92633154485246,92.5800885738688,42.37291702995199,"TE","N-G-",18.,9.5075,16.799
8,84.29633166708176,83.4147018528162,40.32687664202779,"TE","N-G+",14.,9.3785,32.586
8,129.15591190417229,114.84409724101172,43.214387161323636,"TE","N-G-",14.,7.8744,17.171
8,121.39040328769975,120.54327481198472,44.32097801901786,"TE","N-G-",12.,9.1991,17.446
8,144.84955758981835,139.17323683335997,41.532599597390444,"TE","N-G-",6.,9.8485,14.021
8,92.29469465901253,45.06018544688268,43.49334027336739,"ICM+Epi","N-G+",12.,11.137,55.192
8,89.27128387925313,73.76769449196306,43.08528489459265,"ICM+Epi","N-G+",14.,8.8361,30.706
