x,y,z,Nanog,Gata6,eps_G
192.36035877594088,447.62205416813225,361.2052409426662,1.1622351916558815e-45,0.09965292985592712,10.447137628201169
274.9176700016958,396.4148719687977,366.17508902831946,0.09964083457170103,2.4187045058699103e-60,10.447137628201169
187.47453703703704,385.937037037037,366.2310185185185,0.09964274021043014,3.648436297543845e-145,10.447137628201169
141.2168371488878,377.2228446176328,359.42579964279923,0.09964229687794136,5.993032193649109e-123,10.447137628201169
235.720097640358,341.9967453213996,367.246948738812,0.09964131023856,3.862357954683598e-79,10.447137628201169
270.3801429300664,341.51521184277686,360.1534966819806,1.9841997782697293e-122,0.09967642630112994,10.447137628201169
268.6630921154143,313.0006943372936,356.251272951705,8.63190366974907e-99,0.09966953366415587,10.447137628201169
148.45458167330676,284.7820717131474,366.8503320053121,0.09964114960710249,3.960982440546953e-72,10.447137628201169
319.02295177222544,258.09267867518884,365.89628123184195,0.09964021893135484,2.0779950479355186e-31,10.447137628201169
243.53997899789982,254.1340384038404,360.0744824482448,0.09964279449397401,8.323595468456738e-148,10.447137628201169
352.07141672884023,237.15066732985161,354.60818204426766,7.739836159300849e-186,0.09969585319579533,10.447137628201169
128.90990667623834,241.1640344580043,366.1518305814788,5.794409465975858e-204,0.0996998074535657,10.447137628201169
211.18638199653782,223.6543566070398,368.53779572994813,0.09964189632487948,2.9806711904674916e-105,10.447137628201169
233.5200824816209,205.3968979738211,366.88551192397347,0.09964178046580481,4.494165695417108e-102,10.447137628201169
301.1219558359621,200.214952681388,364.4076340694006,9.680291996923582e-76,0.09966339939581556,10.447137628201169
267.2607991360691,141.77591792656582,366.9308855291577,2.297757233361176e-105,0.09967150183976117,10.447137628201169
257.82736572890025,139.45140664961642,369.3158567774936,0.09964211295626364,1.2673070157632367e-118,10.447137628201169
180.15853658536582,343.01219512195115,369.25609756097566,0.09964186682874102,1.5176021650020424e-101,10.447137628201169
340.125,325.29166666666663,372.625,7.514685834735226e-213,0.09970257429713991,10.447137628201169
270.44089834515364,284.77541371158395,364.50827423167846,3.6835472404069435e-42,0.0996527386690364,10.447137628201169
194.98644634236908,277.9773858150761,358.37775714816183,1.011280447969511e-28,0.09964862957540521,10.447137628201169
177.68107476635518,231.45297897196264,364.6244158878505,0.09964115725763881,6.720189191583097e-74,10.447137628201169
331.47151655119325,179.8414164742109,365.99961508852965,0.0996425702411705,3.841066420427288e-141,10.447137628201169
282.6322033898305,363.50469361147333,361.79100391134284,2.2261958037387747e-166,0.09968900308937055,10.447137628201169
228.9398354092527,358.00389234875445,355.6402357651245,4.441027422175052e-52,0.09965451729725122,10.447137628201169
257.02731893265565,322.40501905972036,362.2161160525202,2.7269094966527647e-58,0.0996573953459811,10.447137628201169
234.5958119320426,177.55156064796523,355.32338996444093,1e-323,0.09973155864259826,10.447137628201169
331.1104487318448,276.6331021027531,360.2611099067852,1.8850227460279608e-181,0.0996942059765251,10.447137628201169
344.3735207100592,252.91789940828403,359.52292899408286,0.09963994184229219,1.2717049394118984e-26,10.447137628201169
262.0106113707165,388.1971378504673,355.4069314641745,5.925073887172531e-45,0.09965240694760893,10.447137628201169
247.7976878612717,361.07225433526014,363.0809248554913,2.3e-322,0.09973081045368383,10.447137628201169
256.2988552739166,284.6398201144726,358.36181520850374,0.09964133042834435,1.1996285505635658e-81,10.447137628201169
311.11944610480174,292.3336321976489,356.7928870292887,7.63774635408584e-310,0.099727719768041,10.447137628201169
198.6729215752272,248.4326825984517,358.3018343991922,6.464113411793086e-256,0.09971321654541888,10.447137628201169
173.14596372973838,191.2091959557053,344.66530251965975,0.09964068338059527,1.3011452791120073e-53,10.447137628201169
302.8646491519787,178.95044895244428,357.9896907216495,0.09963966063552829,9.105496539632766e-13,10.447137628201169
311.58551835417506,359.57583703106087,354.93263412666397,6.611025144553458e-87,0.09966593227749333,10.447137628201169
203.73030550730562,336.1112189639317,354.3397874731787,7.142106446864447e-09,0.09964203209031978,10.447137628201169
167.48934076746474,388.3845523122335,359.2038373237127,1e-323,0.0997339789926533,10.447137628201169
328.1724278715297,303.2618399564508,355.0451823625476,1.1387391373950405e-298,0.09972521081588616,10.447137628201169
211.98780487804882,183.40243902439025,367.6463414634146,0.09964347428524456,2.3977402017277546e-180,10.447137628201169
165.7044054220579,407.4631854590265,353.62138016019725,9.571377450774129e-240,0.099709285014534,10.447137628201169
300.20494599204085,307.80551449687323,355.36981239340537,1.80675496184194e-97,0.09966923097139058,10.447137628201169
136.1725711801782,260.2159313192784,352.7549445772658,3.746779565151338e-71,0.09966072775064932,10.447137628201169
292.6268472906404,249.1268472906404,363.90763546798036,0.09964184374569686,2.585572071868387e-105,10.447137628201169
157.5442291491154,227.93428812131424,363.13535523729286,4.539709440170956e-279,0.09972002464764888,10.447137628201169
295.90882567469004,223.0667396061269,358.3169219547775,5e-324,0.09974851905178514,10.447137628201169
177.87457709038182,367.68914129208963,363.42927340099885,1.0380220693e-314,0.09972860571656395,10.447137628201169
160.41288186781276,272.92873736787084,349.44796143570676,1.9065549694154342e-23,0.0996458636608138,10.447137628201169
275.8000139801482,191.41653851530828,351.9421920872361,0.09964023145191418,7.898075960969706e-34,10.447137628201169
